cik,fyear,datadate,log_at,leverage,roa,xrdint,tobinq,refer_tobins_q,form_date,Supplier & Manufacturing Collaboration,Customer & Community Engagement,Strategic & Joint Partnerships,IP & Technology Licensing,Industry-Academia & Research Collaboration,Technology & Platform Ecosystems,Open Innovation & Ecosystem Strategy,Marketing & Commercialization Cooperation,OIP
0000320193,2022,2022-09-30,12.773529043959043,0.14892489121344843,0.2829244092925685,0.06444928306658544,7.102562217403012,6.621766764468257,2021-10-29,0.0,0.0076824583866837385,0.0,0.0,0.0,0.04225352112676056,0.0,0.029449423815621,0.05761843790012804
0000320193,2023,2023-09-30,12.77304133451078,0.154221842800135,0.27509834563776475,0.0751528994624477,8.374660558818775,7.9024114713415,2022-10-28,0.0,0.0,0.0,0.0,0.0,0.02890932982917214,0.0,0.05519053876478318,0.07884362680683311
0000007536,2024,2024-12-31,9.987723318579114,0.03310960111743393,0.018020005508852566,0.0,1.0032250016051782,0.4271067994435259,2024-02-13,0.023323615160349854,0.027696793002915453,0.026239067055393587,0.0,0.0,0.01020408163265306,0.0,0.021865889212827987,0.119533527696793
0000007084,2022,2022-12-31,10.998326062784663,0.184377823133804,0.07260681901830227,0.0021246466915940555,1.4378651253053167,1.021797938903202,2022-02-17,0.0,0.0,0.0,0.0,0.0,0.014945652173913044,0.021739130434782608,0.014945652173913044,0.059782608695652176
0000007536,2022,2022-12-31,9.987974921896726,0.04016002806942477,0.06556412568713527,0.0,1.0268487820393175,0.47166944153662826,2022-02-11,0.008695652173913044,0.05652173913043478,0.03188405797101449,0.0,0.0,0.011594202898550725,0.0,0.0391304347826087,0.15072463768115943
0000007536,2023,2023-12-31,9.986272711634332,0.0368341071467366,0.04158602658324284,0.0,1.0322692777667926,0.49112405832450523,2023-02-09,0.015988372093023256,0.027616279069767442,0.0,0.0,0.010174418604651164,0.010174418604651164,0.0,0.040697674418604654,0.1380813953488372
0000769397,2021,2022-01-31,9.060307867479295,0.05425942278198634,0.05774503880652508,0.22645740515071403,7.234033322489194,6.688220709206674,2021-03-19,0.07320644216691069,0.01903367496339678,0.0,0.03367496339677892,0.020497803806734993,0.03074670571010249,0.0,0.010248901903367497,0.15519765739385066
0000769397,2022,2023-01-31,9.152499372286332,0.04121635939817758,0.08720067810976902,0.21797537410890658,5.780080525535071,5.183873702055521,2022-03-14,0.059593023255813955,0.0,0.0,0.0,0.0,0.020348837209302327,0.007267441860465116,0.010174418604651164,0.14534883720930233
0000009389,2022,2022-12-31,9.898927169779796,0.3760610779044653,0.036114320156713044,0.0035768906213914545,1.6296892420513336,1.2783908332914762,2022-02-16,0.0,0.015544041450777202,0.007772020725388601,0.0,0.0,0.0,0.006476683937823834,0.010362694300518135,0.05958549222797927
0000009389,2023,2023-12-31,9.868015803227875,0.40511837538206497,0.036626431124695644,0.003912785556170808,1.741930725793918,1.4078893850696783,2023-02-21,0.0,0.01699346405228758,0.009150326797385621,0.0,0.0,0.0,0.013071895424836602,0.01699346405228758,0.07450980392156863
0000010456,2023,2023-12-31,10.249768667290844,0.17530768142594427,0.09393124911585797,0.04404369456166596,1.3945781503748762,1.2020473829395952,2023-02-09,0.0,0.0,0.0110803324099723,0.0,0.0,0.0,0.0,0.0,0.04847645429362881
0000010456,2024,2024-12-31,10.15743185300305,0.12318671941664727,-0.02517260103948491,0.058432099871092734,1.3054313598634706,1.099512500969669,2024-02-08,0.0,0.0,0.016483516483516484,0.0,0.0,0.0,0.012362637362637362,0.0,0.06593406593406594
0000010795,2022,2022-09-30,10.876801133506191,0.12268107454566063,0.03360788906940718,0.06443915213068263,1.7152008219669779,1.5058079929723807,2021-11-24,0.011111111111111112,0.025,0.0,0.0,0.006944444444444444,0.0,0.011111111111111112,0.018055555555555554,0.09305555555555556
0000010795,2023,2023-09-30,10.873887610057315,0.13402804092459264,0.028116710875331564,0.06189914904838872,1.9336688851837815,1.7333278476695717,2022-11-22,0.0,0.03611111111111111,0.0,0.0,0.006944444444444444,0.0,0.0125,0.0,0.09027777777777778
0000109563,2023,2023-06-30,7.916928518976156,0.07863357406249043,0.12639337856300295,0.0,2.5092071648637493,2.305468787591148,2022-08-12,0.02446043165467626,0.027338129496402876,0.014388489208633094,0.0,0.0,0.015827338129496403,0.0,0.007194244604316547,0.1510791366906475
0000010795,2024,2024-09-30,10.955811544752127,0.13436092588066892,0.02976294382571658,0.05711725056581598,1.7647985738225744,1.5819092116747546,2023-11-21,0.024226110363391656,0.013458950201884253,0.0,0.0,0.016150740242261104,0.0,0.0,0.006729475100942127,0.1117092866756393
0000764478,2022,2023-01-31,9.667955074409104,0.3225969752578624,0.08979307726381067,0.0,2.047575270518256,1.4761647788394607,2022-03-18,0.0,0.01532033426183844,0.0,0.0,0.006963788300835654,0.006963788300835654,0.008356545961002786,0.008356545961002786,0.0584958217270195
0000764478,2024,2025-01-31,9.601165503344832,0.33520497902854823,0.06271140576376674,0.0,2.0379383033419023,1.5020838858070626,2024-03-15,0.00846262341325811,0.015514809590973202,0.0,0.0,0.0,0.0,0.0,0.01692524682651622,0.06346967559943582
0000012927,2022,2022-12-31,11.828465865550406,0.0875346462436178,-0.03599562363238512,0.04192635686330834,1.9459002122538294,1.2575997016776075,2022-01-31,0.0,0.007082152974504249,0.0,0.032577903682719546,0.007082152974504249,0.024079320113314446,0.0,0.042492917847025496,0.11189801699716714
0000012927,2023,2023-12-31,11.827823792215248,0.09014538872507517,-0.01621755758619683,0.042493733132030226,2.2853193873529327,1.5545877726038595,2023-01-27,0.0,0.008253094910591471,0.009628610729023384,0.03163686382393398,0.0,0.02063273727647868,0.0,0.0453920220082531,0.09628610729023383
0000012927,2024,2024-12-31,11.959935506215542,0.08567244169016967,-0.0755741447784962,0.055368016069536494,1.8731300371571278,1.205970926625864,2024-01-31,0.0,0.011019283746556474,0.008264462809917356,0.0,0.0,0.01928374655647383,0.0,0.02203856749311295,0.07162534435261708
0000746838,2022,2022-12-31,7.633176020092378,0.0575135553834237,-0.05131680867544539,0.012148743796729807,1.157173702556158,0.44309546862896976,2022-02-22,0.010574018126888218,0.055891238670694864,0.0,0.0,0.04984894259818731,0.09063444108761329,0.030211480362537766,0.054380664652567974,0.18277945619335348
0000746838,2023,2023-12-31,7.583451065928327,0.05077846748753434,-0.21914114175231503,0.011886992911311081,1.2660059021064414,0.4748692378141854,2023-03-01,0.014598540145985401,0.032116788321167884,0.0072992700729927005,0.027737226277372264,0.008759124087591242,0.06423357664233577,0.0,0.01897810218978102,0.14014598540145987
0000746838,2024,2024-12-31,7.534922900608107,0.05100678310099877,-0.10329541206003312,0.01246923627463917,1.3791422314799977,0.5221748651391337,2024-02-26,0.008955223880597015,0.0,0.008955223880597015,0.026865671641791045,0.0,0.026865671641791045,0.0,0.0,0.0791044776119403
0000026058,2023,2023-12-31,6.6082259710239395,0.16058054392599777,0.08167120230663263,0.044275913643094696,2.1082789168972718,1.9497640882554133,2023-02-24,0.03155339805825243,0.0,0.0,0.0,0.0,0.0,0.0,0.014563106796116505,0.13106796116504854
0000017843,2022,2022-06-30,7.983542377008303,0.4991644783957985,-0.01674453500665007,0.011048040888291673,1.0058528322477236,0.7134543873409951,2021-08-19,0.006775067750677507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028455284552845527
0000017843,2023,2023-06-30,8.024174741300113,0.467500573037755,0.018468188218343756,0.009522023164827009,1.4367656701267233,1.1380983987687874,2022-08-15,0.006765899864682003,0.0,0.02435723951285521,0.0,0.0,0.0,0.0,0.0,0.046008119079837616
0000093410,2022,2022-12-31,12.459586320361232,0.5737207470441467,0.13761645887415652,0.0011363107590675774,1.7121221972457308,1.4401216073167797,2022-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016853932584269662,0.047752808988764044
0000093410,2023,2023-12-31,12.474694215243213,0.6078805344911937,0.08167578889432485,0.001623764139732974,1.4447126333170255,1.1632753474345647,2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03064066852367688,0.04735376044568245
0000313927,2022,2022-12-31,9.029489732852225,0.11068107745398773,0.04959499616564417,0.02025628129724558,2.9376146184815948,2.6969608656058286,2022-02-17,0.0,0.018495684340320593,0.0,0.0,0.0,0.0,0.0,0.0,0.02836004932182491
0000093410,2024,2024-12-31,12.456590089636881,0.5959180814048526,0.06873642668659365,0.0018234370891554122,1.4011345074687278,1.112465645797819,2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019498607242339833,0.037604456824512536
0000021076,2022,2022-06-30,8.725507328484445,0.27508931471256903,0.07502435855797336,0.018402861466246274,3.7010342578759334,3.32639964274115,2021-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03547066848567531,0.06412005457025921
0000021076,2023,2023-06-30,8.690305809124883,0.28931875525651807,0.025063078216989068,0.018504148245884373,4.2471543818334725,3.809307451640034,2022-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028727770177838577,0.07250341997264022
0000021076,2024,2024-06-30,8.657129031713755,0.2969918275082594,0.04868718483741958,0.017608056937074262,3.861736557120501,3.4579806816205876,2023-08-10,0.0,0.0,0.0,0.0,0.0,0.006963788300835654,0.006963788300835654,0.02924791086350975,0.09192200557103064
0000021535,2024,2024-12-31,6.907170107802874,0.08874591636107124,-0.06985886743745091,0.19149092110153454,1.3904944392469596,1.2803129830951105,2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0066844919786096255,0.0,0.0,0.05080213903743316
0001219601,2023,2023-12-31,9.618069581737414,0.35073832646002395,0.029932153784754556,0.002743942186450662,1.5484971371557803,1.2511710788878543,2023-02-27,0.0,0.008356545961002786,0.008356545961002786,0.0,0.0,0.0,0.008356545961002786,0.020891364902506964,0.04596100278551532
0001219601,2024,2024-12-31,9.535896096856046,0.37030618139803584,0.030618139803581745,0.0027079647588101295,1.4745158694396303,1.1713674032351242,2024-02-27,0.0,0.007032348804500703,0.0,0.0,0.0,0.0,0.0,0.011251758087201125,0.035161744022503515
0000026324,2024,2024-12-31,8.514329896095829,0.10198519607261082,0.0812278466591679,0.028940017222996033,3.188539746844177,2.9273395291818365,2024-02-20,0.014064697609001406,0.009845288326300985,0.02109704641350211,0.007032348804500703,0.0,0.0,0.0,0.026722925457102673,0.1111111111111111
0000028917,2021,2022-01-31,8.085042263098533,0.3799323197836304,0.2657395941590303,0.0,2.024496257499098,1.6591934758810278,2021-03-29,0.0,0.0106951871657754,0.0,0.0066844919786096255,0.0,0.0,0.0,0.0,0.0748663101604278
0000028917,2022,2023-01-31,8.110472295136066,0.3460943484072511,0.2678272231650721,0.0,2.544156571497229,2.191125933045973,2022-03-29,0.014647137150466045,0.033288948069241014,0.0,0.0,0.0,0.0,0.0,0.0,0.11717709720372836
0001551182,2022,2022-12-31,10.463503260492878,0.10612897698063632,0.070314731250357,0.03154237161434511,2.2954735248757636,2.0470586051293767,2022-02-23,0.01891891891891892,0.0,0.0,0.0,0.0,0.012162162162162163,0.0,0.02027027027027027,0.07567567567567568
0001551182,2023,2023-12-31,10.55664572487971,0.10871149042464613,0.0837323064113239,0.031988473842730084,3.006518213988343,2.7612538509575355,2023-02-23,0.0,0.024489795918367346,0.006802721088435374,0.0,0.0,0.00816326530612245,0.010884353741496598,0.029931972789115645,0.10340136054421768
0000031462,2022,2022-12-31,9.974146368899323,0.17431735486365732,0.05086119743015147,0.013302909931929974,2.5908248580200612,2.3495311750208487,2022-02-25,0.0,0.0,0.0,0.0,0.011589403973509934,0.029801324503311258,0.0,0.0,0.076158940397351
0001551182,2024,2024-12-31,10.555317824459362,0.11815742164091608,0.09885099398139705,0.03141702501978285,3.914481722727391,3.657401396524322,2024-02-29,0.0,0.0326530612244898,0.010884353741496598,0.0,0.0,0.013605442176870748,0.0,0.021768707482993196,0.09115646258503401
0000031462,2024,2024-12-31,10.016271446614192,0.19991245231778024,0.09435496118421641,0.013064326323508476,3.573122129016697,3.335675841306426,2024-02-23,0.011784511784511785,0.06228956228956229,0.011784511784511785,0.02356902356902357,0.02356902356902357,0.015151515151515152,0.02356902356902357,0.02356902356902357,0.12794612794612795
0001507605,2023,2023-12-31,7.596378742947634,0.33763139932083464,0.13117857449598763,0.00723042176599815,3.0533338272291988,3.028762921445946,2023-03-16,0.007453416149068323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03229813664596273
0001507605,2024,2024-12-31,8.82487154888192,0.2303031898086797,0.07958061651883011,0.019954130617445,1.2308647957447065,1.2026784959442414,2024-02-28,0.030848329048843187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04498714652956298
0000034067,2023,2023-12-31,6.785016860672613,0.1974867014511105,0.029688127123386792,0.009498839791749487,0.7446757302189384,0.6053951689947371,2023-02-27,0.012396694214876033,0.0,0.008264462809917356,0.0,0.0,0.008264462809917356,0.0,0.02066115702479339,0.0674931129476584
0000034088,2022,2022-12-31,12.818733478356215,0.5720993749102466,0.151029487870766,0.0020647134402494573,1.6713458531919678,1.3470795275654555,2022-02-23,0.0,0.0,0.0,0.009655172413793104,0.009655172413793104,0.0,0.0,0.030344827586206897,0.07310344827586207
0000034088,2023,2023-12-31,12.838187152281792,0.5893674747619693,0.0956906012749889,0.002622813402591751,1.4902318524010345,1.1817950823374974,2023-02-22,0.0,0.009628610729023384,0.0,0.009628610729023384,0.009628610729023384,0.0,0.0,0.030261348005502064,0.06464924346629987
0000034088,2024,2024-12-31,13.02469542022617,0.664735652461547,0.07427090798831247,0.002905160539254013,1.4358480842383814,1.1391172832019407,2024-02-28,0.0,0.0,0.0,0.008264462809917356,0.008264462809917356,0.008264462809917356,0.0,0.0,0.07024793388429752
0000037785,2023,2023-12-31,9.386492939624608,0.08504804547970014,0.11080645972732303,0.07341681778698549,1.287835274437792,1.0037883902668074,2023-02-24,0.0,0.0,0.0,0.0,0.0,0.03614457831325301,0.0,0.0,0.060240963855421686
0000794367,2021,2022-01-31,9.775085837731604,0.4816941444002274,0.08129619101762366,0.0,1.2196356111426947,0.8076970096645821,2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02029769959404601,0.04059539918809202
0000277509,2023,2023-12-31,7.390490022581602,0.2138846035174329,0.09713051527306388,0.007172221155302565,3.270435050910213,3.0866029003394013,2023-03-01,0.021067415730337078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03089887640449438
0000277509,2024,2024-12-31,7.476019277395392,0.23787672784953545,0.1225356900067981,0.006639206268848538,3.5260191479719016,3.340940969861772,2024-02-27,0.01859799713876967,0.0,0.0,0.0,0.0,0.0,0.0,0.01430615164520744,0.05150214592274678
0000039368,2022,2022-11-30,8.40371739128838,0.17163321593259653,0.04039605442118957,0.011892410554857671,1.6048902966622003,1.3706737051847275,2022-01-25,0.049019607843137254,0.03081232492997199,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.1134453781512605
0000039368,2023,2023-11-30,8.46032120713966,0.18462456931455518,0.030677188358393805,0.013758775836032654,1.494931326378855,1.2708728452496254,2023-01-24,0.007042253521126761,0.01267605633802817,0.0,0.0,0.0,0.0,0.0,0.04084507042253521,0.08309859154929577
0000039911,2021,2022-01-31,9.454148923733976,0.5259775879633257,0.020061123736384297,0.0024564884585429464,1.3120421597053524,1.015200219418541,2021-03-16,0.0068212824010914054,0.015006821282401092,0.015006821282401092,0.0,0.0,0.020463847203274217,0.0,0.040927694406548434,0.13233287858117326
0000039368,2024,2024-11-30,8.503752062812035,0.19116082642577584,0.026403721364684173,0.013793107175732101,1.480967235758053,1.2739740219620195,2024-01-24,0.029535864978902954,0.02250351617440225,0.008438818565400843,0.0,0.0,0.0,0.0,0.02250351617440225,0.07876230661040788
0000039911,2022,2023-01-31,9.340139809511028,0.5147549622343228,-0.017741085543650097,0.002941366658009262,1.2400860706130334,0.9649235903741435,2022-03-15,0.026954177897574125,0.0215633423180593,0.01752021563342318,0.018867924528301886,0.0,0.013477088948787063,0.0,0.0215633423180593,0.13746630727762804
0000039911,2023,2024-01-31,9.309642573050045,0.5143969576240492,0.045454545454545456,0.002481973435782244,1.3945744295545093,1.1222093444404202,2023-03-14,0.0,0.028688524590163935,0.020491803278688523,0.0,0.0,0.0,0.0,0.023224043715846996,0.09289617486338798
0000039911,2024,2025-01-31,9.383032379794294,0.48262515776188475,0.07101388304585612,0.002647956002398643,1.4828085822465293,1.218105174589819,2024-03-19,0.007751937984496124,0.03875968992248062,0.023255813953488372,0.0,0.0,0.027906976744186046,0.0,0.02635658914728682,0.14573643410852713
0000088205,2024,2024-12-31,7.906363053345506,0.10163934426229507,0.07386258979554246,0.02287266166599141,2.9757124184932766,2.7326474120464175,2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007122507122507123,0.027065527065527065
0000088205,2022,2022-12-31,7.565741494448493,0.08089491946760577,0.00010357864208400228,0.026412423951833065,1.981003573463152,1.6904654824175256,2022-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008075370121130552,0.04576043068640646
0000716314,2021,2022-03-31,5.213254998097643,0.18116293122689733,-0.047759552727134155,0.03082742017528966,0.9211151335666962,0.5930208883396574,2021-06-02,0.0,0.012080536912751677,0.013422818791946308,0.0,0.0,0.0,0.0,0.032214765100671144,0.04832214765100671
0000716314,2023,2024-03-31,5.454803887601391,0.16840331966529704,0.01948015854352037,0.021034881324920894,1.8141902436730104,1.2987869795920113,2023-06-08,0.015006821282401092,0.0,0.0,0.0,0.0,0.017735334242837655,0.015006821282401092,0.015006821282401092,0.06957708049113233
0000716314,2022,2023-03-31,5.3177179522520115,0.16555674339685558,0.0017997430339646327,0.02603325611070253,1.2068125422964133,0.782097705940623,2022-06-09,0.025423728813559324,0.0,0.0,0.0,0.0,0.018361581920903956,0.0,0.011299435028248588,0.07768361581920905
0000045012,2022,2022-12-31,10.054275441658197,0.2315631047086648,0.06759836594280799,0.016854743268252086,2.183259514082993,1.9169081917867123,2022-02-04,0.022099447513812154,0.0,0.0,0.0,0.0,0.026243093922651933,0.0,0.03038674033149171,0.06906077348066299
0000045012,2023,2023-12-31,10.113870026547724,0.24745776445326742,0.10687517724749827,0.01756999810138358,1.9198375400072925,1.6655329579062512,2023-02-07,0.01084010840108401,0.0,0.014905149051490514,0.01084010840108401,0.0,0.0,0.0,0.0,0.06097560975609756
0000202058,2022,2022-12-31,10.420016879218796,0.0853120152726405,0.03167879727956091,0.03473151232460553,1.6282996154993437,1.4197027890466531,2022-02-25,0.03014416775884666,0.0,0.0,0.0,0.0,0.0,0.0,0.007863695937090432,0.04325032765399738
0000202058,2023,2023-12-31,10.637944608583052,0.08647779883416892,0.029433636385443905,0.0244175109800458,1.5073181466644279,1.293630426751745,2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.05851063829787234
0000045876,2023,2023-12-31,7.956670192088976,0.2659348997671088,-0.03016970789111566,0.0006212956774863058,1.0501329105232624,0.7873897550298612,2023-03-01,0.0,0.0273972602739726,0.0,0.0,0.0,0.030136986301369864,0.0,0.0,0.12876712328767123
0000045012,2024,2024-12-31,10.14983968898722,0.24520264196662367,0.09774494860671434,0.018396684133556735,1.5101387423300894,1.2652096767889944,2024-02-06,0.009549795361527967,0.0068212824010914054,0.0,0.0,0.0,0.0,0.0,0.020463847203274217,0.04229195088676671
0000202058,2024,2024-12-31,10.645448706505872,0.08249803576105331,0.03576105330825457,0.023863057498961476,1.4840621080450465,1.2592579367157926,2024-02-20,0.0,0.06374501992031872,0.0,0.0,0.0,0.0,0.0,0.0,0.06374501992031872
0000045876,2022,2022-12-31,7.934102921168412,0.27164731655615093,-0.06452111074244658,0.0003651933713003299,0.9559095889645248,0.7013978875283337,2022-02-24,0.0,0.0,0.0,0.0,0.0,0.023622047244094488,0.023622047244094488,0.0,0.11811023622047244
0000046080,2023,2023-12-31,8.785830049662112,0.07469920041584492,-0.22769037899983183,0.05953180459808984,1.9172386582886147,1.636466892935223,2023-02-22,0.0,0.009247027741083224,0.013210039630118891,0.0,0.0,0.0,0.0,0.0066050198150594455,0.059445178335535004
0000046080,2024,2024-12-31,8.75468136492377,0.0477264482753182,0.06081731148368374,0.0687010463767963,2.043494217939214,1.786361276280302,2024-02-28,0.0,0.0,0.014211886304909561,0.014211886304909561,0.0,0.0,0.0,0.014211886304909561,0.05555555555555555
0000046129,2023,2023-12-31,6.392824574222266,0.15311894394034226,0.0403268724206834,0.06953146650877587,1.4034690113833002,1.2319681294369265,2023-03-07,0.0,0.0,0.0,0.0,0.0,0.006711409395973154,0.0,0.013422818791946308,0.052348993288590606
0000046129,2024,2024-12-31,6.355727380065043,0.15532468073798894,0.022866332859194732,0.07234418181044844,1.24886684347,1.1415395784160993,2024-03-05,0.0,0.006747638326585695,0.008097165991902834,0.008097165991902834,0.0,0.03913630229419703,0.006747638326585695,0.006747638326585695,0.07692307692307693
0000045876,2024,2024-12-31,7.882402839643435,0.285425847463223,-0.04828745246172695,0.0016893960003749905,1.0633625798184536,0.8117918688658695,2024-02-29,0.025139664804469275,0.0,0.0,0.0,0.0,0.0,0.0,0.0223463687150838,0.14804469273743018
0000046129,2022,2022-12-31,6.377316909891244,0.15543038377012205,0.029555687374967495,0.0738672387721634,1.5791296292833992,1.3853120692380518,2022-03-09,0.0,0.0,0.015544041450777202,0.007772020725388601,0.0,0.011658031088082901,0.0,0.015544041450777202,0.06994818652849741
0000216085,2022,2022-12-31,6.475508214624466,0.5313389281856994,0.13767527567256094,0.0,1.2981069225898196,1.0865312172116435,2022-03-01,0.006527415143603133,0.04046997389033943,0.0,0.0,0.0,0.0,0.0,0.006527415143603133,0.07180156657963446
0000216085,2023,2023-12-31,6.483310694695934,0.5715871237194882,0.08609716984160713,0.0,1.4048909013916129,1.209349016178667,2023-03-08,0.0,0.01834862385321101,0.0,0.0,0.0,0.0,0.0,0.019659239842726082,0.0563564875491481
0000047217,2022,2022-10-31,10.55825766397507,0.1041720787655219,0.08136332935002857,0.025936357701619353,1.7816538104639685,1.0224445835714657,2021-12-09,0.0,0.125948406676783,0.0,0.0,0.0,0.042488619119878605,0.0,0.007587253414264037,0.13960546282245828
0000048287,2024,2024-12-31,7.536417270315673,0.3550210655431711,0.07439603221161538,0.020994034414285462,1.8197237480667698,1.532859047517466,2024-02-27,0.008,0.0,0.018666666666666668,0.0,0.0,0.0,0.0,0.0,0.04533333333333334
0001585689,2023,2023-12-31,9.642187721358466,0.06493084864619181,0.07408609830530485,0.0,4.149446783975066,3.6541542692032984,2023-02-09,0.0,0.0,0.015228426395939087,0.0,0.0,0.006345177664974619,0.015228426395939087,0.015228426395939087,0.03807106598984772
0000049826,2022,2022-12-31,9.643550340392906,0.13357541174944884,0.19673194138244066,0.01674330340888335,5.1565620542082735,4.8722928284269225,2022-02-11,0.008759124087591242,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.03795620437956204,0.07591240875912408
0000216228,2023,2023-12-31,8.277056063725457,0.16487819763006661,0.104383868178813,0.03077350472233288,2.845362355693434,2.563538625845497,2023-02-15,0.011235955056179775,0.0,0.008426966292134831,0.011235955056179775,0.0,0.0,0.0,0.03089887640449438,0.046348314606741575
0000216228,2024,2024-12-31,8.457591795925149,0.14210202305389857,0.11002611076910013,0.03153005265998027,2.8840342199673086,2.6325641624387033,2024-02-12,0.019635343618513323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028050490883590462
0000049826,2024,2024-12-31,9.620262200801289,0.1527842304373797,0.23149930311276298,0.018200452538622864,5.727526382159687,5.483814959846021,2024-02-09,0.008746355685131196,0.023323615160349854,0.0,0.0,0.0,0.0,0.007288629737609329,0.037900874635568516,0.07434402332361516
0000049826,2023,2023-12-31,9.649755919453895,0.14331743781415132,0.19055290630235855,0.0174784435986809,5.857948318082228,5.591483567470036,2023-02-10,0.008746355685131196,0.0,0.0,0.008746355685131196,0.0,0.0,0.0,0.030612244897959183,0.061224489795918366
0000051143,2022,2022-12-31,11.753853923076491,0.06453793135968187,0.012880865745070455,0.10300022368557403,1.8302091421924978,1.427750853878013,2022-02-22,0.0,0.011251758087201125,0.015471167369901548,0.0,0.016877637130801686,0.03938115330520394,0.008438818565400843,0.01969057665260197,0.12236286919831224
0000051143,2023,2023-12-31,11.814813651056538,0.0644848825430158,0.055471343749306797,0.10392884144669935,1.9393419133251013,1.5497189439593022,2023-02-28,0.0,0.0,0.034334763948497854,0.020028612303290415,0.020028612303290415,0.020028612303290415,0.01859799713876967,0.03862660944206009,0.13733905579399142
0000051253,2022,2022-12-31,10.474664819686861,0.13728923659163442,-0.052842658231423166,0.04733450407711266,1.252996444770808,1.0836513994407886,2022-02-28,0.0,0.008253094910591471,0.0,0.0,0.0,0.0,0.0,0.0343878954607978,0.055020632737276476
